New_Date(dt),posneg,neg,pos,compound,vader_pred
2019-11-17 00:00:00,0,0.0,0.0,0.0,0
2019-11-18 00:00:00,1,0.0,0.0,0.0,0
2019-11-20 00:00:00,-2,0.0,4.923,7.6094,10
2019-11-21 00:00:00,-5,0.51,1.865,2.6898999999999997,3
2019-11-22 00:00:00,-4,0.0,0.301,0.6808,1
2019-11-23 00:00:00,0,0.0,0.0,0.0,0
2019-12-03 00:00:00,2,0.0,2.286,3.7459,11
2019-12-04 00:00:00,0,0.0,1.194,2.4242,4
2019-12-05 00:00:00,-1,0.0,0.225,0.4404,1
2019-12-09 00:00:00,0,0.36,0.23,-0.11560000000000012,0
2019-12-12 00:00:00,0,0.0,0.513,1.4301,3
2019-12-14 00:00:00,0,0.0,0.0,0.0,0
2019-12-17 00:00:00,-2,0.774,1.044,0.35660000000000003,2
2019-12-18 00:00:00,-2,1.306,2.356,1.0649000000000002,2
2019-12-27 00:00:00,0,0.0,1.254,2.7915,5
2019-12-28 00:00:00,0,0.0,0.918,1.2498,2
2019-12-30 00:00:00,0,0.0,0.418,0.8808,2
2020-01-02 00:00:00,-3,0.0,1.094,2.8284,4
2020-01-03 00:00:00,-1,0.0,1.233,2.1621,4
2020-01-07 00:00:00,0,0.0,0.532,0.8808,2
2020-01-10 00:00:00,-2,0.0,0.298,0.5464,2
2020-01-11 00:00:00,0,0.0,0.0,0.0,0
2020-01-13 00:00:00,0,0.0,0.0,0.0,0
2020-01-14 00:00:00,-1,0.0,0.362,0.4786,3
2020-01-15 00:00:00,2,0.0,0.0,0.0,0
2020-01-17 00:00:00,0,0.0,0.0,0.0,0
2020-01-19 00:00:00,0,0.155,0.0,-0.29600000000000004,-1
2020-01-20 00:00:00,0,0.0,0.0,0.0,0
2020-01-21 00:00:00,-3,0.0,0.7849999999999999,1.5238,3
2020-01-22 00:00:00,-1,0.0,0.0,0.0,0
2020-01-23 00:00:00,-1,0.0,0.0,0.0,0
2020-01-25 00:00:00,0,0.0,0.225,0.4404,1
2020-01-28 00:00:00,0,0.0,0.394,0.6369,1
2020-01-30 00:00:00,-15,1.16,5.565999999999999,10.035400000000003,17
2020-01-31 00:00:00,0,0.0,0.0,0.0,0
2020-02-01 00:00:00,0,0.0,0.0,0.0,0
2020-02-02 00:00:00,0,0.0,0.542,0.7269,1
2020-02-03 00:00:00,0,0.0,0.0,0.0,0
2020-02-04 00:00:00,2,0.0,0.237,0.4215,1
2020-02-05 00:00:00,0,0.0,0.0,0.0,0
2020-02-06 00:00:00,0,0.804,0.307,-0.7512,-1
2020-02-07 00:00:00,2,0.229,0.794,1.1246,2
2020-02-08 00:00:00,0,0.0,0.542,1.2738,2
2020-02-10 00:00:00,0,0.0,0.0,0.0,0
2020-02-11 00:00:00,0,0.0,0.0,0.0,0
2020-02-12 00:00:00,0,0.0,0.0,0.0,0
2020-02-13 00:00:00,0,0.0,0.0,0.0,0
2020-04-01 00:00:00,0,0.0,0.0,0.0,0
2020-04-08 00:00:00,0,0.0,0.5920000000000001,0.9878,2
2020-04-09 00:00:00,0,0.5720000000000001,0.31,-0.9361999999999999,-2
2020-04-10 00:00:00,0,0.0,0.0,0.0,0
2020-04-12 00:00:00,0,0.0,0.172,0.4019,1
2020-04-13 00:00:00,0,0.097,0.18,0.19330000000000003,0
2020-04-14 00:00:00,-1,0.211,0.0,-0.4939,-1
2020-04-16 00:00:00,0,0.0,0.0,0.0,0
2020-04-17 00:00:00,0,0.0,0.0,0.0,0
2020-04-20 00:00:00,-2,0.262,0.358,0.3558,2
2020-04-21 00:00:00,0,0.12,0.252,0.2739,0
2020-04-24 00:00:00,0,0.0,0.0,0.0,0
2020-04-26 00:00:00,6,0.0,1.8920000000000001,3.7775999999999996,7
