,Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred,New_date(str),New_Date(dt)
0,2020-10-29 17:43:00,Samsung Electronics Kang Ho-gyu · SK Hynix Kim Jin-guk'Silver Tower Industrial Medal',0,0.0,0.237,0.763,0.4767,1,2020-10-30,2020-10-30 00:00:00
1,2020-10-29 17:27:00,"Seok-hee Lee, President of SK Hynix",0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
2,2020-10-29 17:09:00,"""Intel NAND acquisition is 10 trillion not expensive""... SK hynix's president reveals his confidence",-1,0.0,0.20199999999999999,0.7979999999999999,0.5106,1,2020-10-30,2020-10-30 00:00:00
3,2020-10-29 17:01:00,"Lee Seok-hee, president of SK Hynix, ""I don't sell the stake in Kioxia right now""",0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
4,2020-10-29 16:17:00,'Semiconductor Day' jointly awarded with Samsung Hynix Industrial Medal,0,0.0,0.45299999999999996,0.547,0.7003,1,2020-10-30,2020-10-30 00:00:00
5,2020-10-29 12:33:00,Semiconductor Day... Jointly awarded the Industrial Medal of Samsung Electronics and SK Hynix,0,0.0,0.345,0.655,0.7003,1,2020-10-29,2020-10-29 00:00:00
6,2020-10-29 11:00:00,"Samsung Electronics·SK Hynix R&D Head, Silver Tower Order of Industrial Service Merit",0,0.0,0.203,0.797,0.4215,1,2020-10-29,2020-10-29 00:00:00
7,2020-10-29 11:33:00,"SK hynix Intel acquisition question... ""It is difficult to answer related to other suppliers""-Samsung Electronics ...",-1,0.14300000000000002,0.0,0.857,-0.3612,-1,2020-10-29,2020-10-29 00:00:00
8,2020-10-29 11:33:00,"SK hynix Intel acquisition question... ""It is difficult to answer related to other suppliers""-Samsung Electronics ...",-1,0.14300000000000002,0.0,0.857,-0.3612,-1,2020-10-29,2020-10-29 00:00:00
9,2020-10-26 14:51:00,"NH Investment & Securities ""How are Samsung Electronics and SK Hynix?"" Semiconductor emergency inspection",0,0.139,0.327,0.534,0.5473,1,2020-10-26,2020-10-26 00:00:00
10,2020-10-26 10:50:00,[Market Insight] A new Korean company concerned about SK Hynix's'big bets',-1,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
11,2020-10-25 11:48:00,[Weekly HOT Stock] SK Hynix acquires Intel NAND... Individuals are'lions',0,0.0,0.0,1.0,0.0,0,2020-10-25,2020-10-25 00:00:00
12,2020-10-25 11:14:00,"'SK Hynix', No. 1 in net selling by foreigners during the KOSPI week",0,0.16699999999999998,0.0,0.833,-0.29600000000000004,-1,2020-10-25,2020-10-25 00:00:00
13,2020-10-25 10:46:00,SK Hynix acquires Intel NAND business... Resolving oversupply of semiconductors,0,0.0,0.22399999999999998,0.7759999999999999,0.3818,1,2020-10-25,2020-10-25 00:00:00
14,2020-10-25 07:45:00,"Foreigners,'lion' for 3 consecutive weeks... Samsung Electronics accident and SK Hynix sales",-1,0.237,0.0,0.763,-0.4767,-1,2020-10-25,2020-10-25 00:00:00
15,2020-10-24 17:50:00,"""SK Hynix bought it expensive""... Was it a'rippy' to Intel in the US",0,0.0,0.0,1.0,0.0,0,2020-10-25,2020-10-25 00:00:00
16,2020-10-23 17:34:00,"[Market Insight Exclusive] ""Let's use a little more""… Intel, SK Hynix'Optane'...",0,0.0,0.0,1.0,0.0,0,2020-10-24,2020-10-24 00:00:00
17,2020-10-23 10:25:00,"Despite favorable stock prices, stock prices weakened for 4 consecutive days... SK Hynix, after acquiring Intel in the US...",-1,0.233,0.0,0.767,-0.5932,-1,2020-10-23,2020-10-23 00:00:00
18,2020-10-23 10:02:00,Supplied'Icheon Daewol High City' to SK Hynix's direct proximity apartment,0,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
19,2020-10-23 09:31:00,Opened the promotion hall for the apartment “Icheon University High City” near SK Hynix,0,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
20,2020-10-23 04:03:00,[Financial technology seen through big data] While Big Hit is slowing down... The market's eye is SK Hynix...,-1,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
21,2020-10-22 17:45:00,"[Exclusive] Lee Seok-hee, CEO of SK Hynix, ""Acquiring Intel NAND is not expensive...",0,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
22,2020-10-22 15:34:00,[Marketer] Han Shinpyeong “Acquired SK Hynix Intel NAND… The credit is somewhat negative”,-1,0.0,0.17800000000000002,0.8220000000000001,0.3818,1,2020-10-22,2020-10-22 00:00:00
