,Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred,New_date(str),New_Date(dt)
0,2020-10-28 19:09:00,KB Financial Group's Board of Directors opposes union recommendation outside director,0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
1,2020-10-28 18:44:00,KB Finance Board of Directors opposes appointment of outside director recommended by union,0,0.0,0.13,0.87,0.2023,1,2020-10-29,2020-10-29 00:00:00
2,2020-10-28 17:14:00,"""No union recommended outside director""... KB Finance Board of Directors officially rejected",-1,0.337,0.11,0.552,-0.5719,-1,2020-10-29,2020-10-29 00:00:00
3,2020-10-28 16:33:00,"KB Finance Board ""Opposite outside directors recommended by the employee stock ownership association",0,0.0,0.13,0.87,0.2023,1,2020-10-29,2020-10-29 00:00:00
4,2020-10-28 16:15:00,"KB Financial Board of Directors ""Opposition of the recommendation of outside directors by the employee stock ownership association""",0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
5,2020-10-28 15:35:00,KB Finance Board of Directors “Opposite outside directors recommended by unions”,0,0.0,0.153,0.847,0.2023,1,2020-10-28,2020-10-28 00:00:00
6,2020-10-28 15:30:00,"KB Finance Board of Directors ""Opposition of candidates recommended for employee stock ownership association""",0,0.0,0.122,0.878,0.2023,1,2020-10-28,2020-10-28 00:00:00
7,2020-10-28 15:18:00,"KB Finance,'The Board of Directors vs. Ownership Association’",0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
8,2020-10-28 09:40:00,KB Finance publishes 2020 Korean Wealth Report analyzing asset management,0,0.0,0.41600000000000004,0.584,0.6908,1,2020-10-28,2020-10-28 00:00:00
9,2020-10-27 17:17:00,"KB Finance, Korea Corporate Governance Service ESG evaluation certificate'ESG best company' award",1,0.0,0.435,0.565,0.8271,1,2020-10-28,2020-10-28 00:00:00
10,2020-10-27 16:37:00,"KB Finance·DGB Finance, Korea Corporate Governance Service ESG evaluation",0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
11,2020-10-27 16:32:00,"KB Financial Group, awarded as the best ESG company in the Korea Corporate Governance Application",1,0.0,0.34700000000000003,0.653,0.7845,1,2020-10-28,2020-10-28 00:00:00
12,2020-10-27 16:01:00,"KB Finance, ESG Best Company Awarded... The only and all-inclusive financial company'A+'",1,0.0,0.276,0.7240000000000001,0.6369,1,2020-10-28,2020-10-28 00:00:00
13,2020-10-27 16:01:00,"KB Finance, ESG Best Company Awarded... The only and all-inclusive financial company'A+'",1,0.0,0.276,0.7240000000000001,0.6369,1,2020-10-28,2020-10-28 00:00:00
14,2020-10-27 16:00:00,"KB Finance, selected as the best ESG company...“No. 1 in financial companies”",1,0.0,0.29600000000000004,0.7040000000000001,0.6369,1,2020-10-28,2020-10-28 00:00:00
15,2020-10-27 16:26:00,"Shinhan Financial Group, 3Q cumulative net income of 2.95 trillion won... Beyond KB Finance'Maximum Performance...",-1,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
16,2020-10-26 06:02:00,Why come out of there... KB Finance is tense about establishing Optimus Lime,0,0.16699999999999998,0.0,0.833,-0.34,-1,2020-10-26,2020-10-26 00:00:00
17,2020-10-23 13:08:00,KB Finance's first trillion club… Jongkyu Yoon did it,-1,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
18,2020-10-23 10:17:00,"KB Finance, the first trillion club of financial holding companies… Jongkyu Yoon did it",-1,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
19,2020-10-23 09:10:00,"[Features] KB Finance, strong in raising target price for securities",1,0.0,0.40700000000000003,0.593,0.6705,1,2020-10-23,2020-10-23 00:00:00
20,2020-10-23 09:06:00,"KB Financial Group, 7 consecutive trading days in 3Q ↑",-1,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
